Sr No.,Company Name,Estab_year,Employees_count,Location,Designation,Involvement,Skills,HR_Name,Experience,linkedIN,Industry,LinkedIn Emp Count,LinkedIn Followers
80,Zoomcar,2012,200 - 500,Bangalore,Relationship Manager,Full Time,"Customer Interaction,Customer Relationship,Customer Service",Srushti M P,2-6 Years,-----,Not Available,Not Available,Not Available
81,Deutsche Telekom Digital Labs,2018,More than 1000,Gurgaon,Engineering Manager,Full Time,"Java,Hibernate,J2EE,Spring",Kavita Verma,10-14 Years,https://www.linkedin.com/company/deutsche-telekom-digital-labs/,Telecommunications,635 employees,"49,617 followers"
82,Live Your Best Life,2022,50 - 200,Noida,Product Manager,Full Time,Product Management,Jyoti Singh,1-2 Years,https://www.linkedin.com/company/lyblhealthcare/about/,"Technology, Information and Internet",76 employees,"1,356 followers"
83,NiYO Solutions,2015,200 - 500,Bangalore,SDE - 2 (Node.js),Full Time,"Node.js,Golang",Shrishti Singh,3-6 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
84,Ola,2011,More than 1000,Bangalore,Principal Engineer,Full Time,"React.js,Java,Node.js,Data Structures,SQL",Nikita Rai,8-13 Years,-----,Not Available,Not Available,Not Available
85,Persistent Systems,1990,More than 1000,Bangalore,Salesforce QA,Full Time,"Salesforce,Quality Assurance",Vijay L,3-6 Years,https://www.linkedin.com/company/persistent-systems/,IT Services and IT Consulting,"23,079 employees","949,481 followers"
86,Preqin,2003,200 - 500,Bangalore,Senior Python and MLOps Engineer,Full Time,"Python,Machine Learning,AWS,AWS Lambda,MLOps",Priyadarshini E,5-10 Years,https://www.linkedin.com/company/preqin/,Financial Services,"1,276 employees","122,732 followers"
87,Pure Storage,2009,More than 1000,Bangalore,Technical Sourcer,Full Time,Recruitment,Rohit Bhat,5-8 Years,https://www.linkedin.com/company/pure-storage/about/,IT Services and IT Consulting,"5,617 employees","379,241 followers"
88,QuEST Global,1991,More than 1000,Bangalore,Technical Architect - Android Device,Full Time,"Android,BSP,Java,C++,GTS",Vijay Gangarde,10-15 Years,https://www.linkedin.com/company/nest/about/,IT Services and IT Consulting,765 employees,"15,667 followers"
89,Toddle,2019,50 - 200,Work From Home,GRC Manager / Compliance Lead,Full Time,"Information Security,Vulnerability Assessment",Arti Mishra,3-6 Years,https://www.linkedin.com/company/toddle/about/,Education Administration Programs,346 employees,"27,739 followers"
90,Ziroh Labs,2016,0 - 10,Bangalore,React Native Developer,Full Time,"React Native,JavaScript",Sonam Yadav,1-2 Years,https://www.linkedin.com/company/zirohlabs,"Technology, Information and Internet",75 employees,"2,494 followers"
91,BetterPlace,2015,500 - 1000,Bangalore,Software Developer,Full Time,"Camunda BPM,Java,BPMN,Spring Boot",Vishal Negi,3-6 Years,https://www.linkedin.com/company/betterplace-safety-solutions-pvt-ltd/,Software Development,"1,047 employees","77,268 followers"
92,Blinkit,2013,More than 1000,Gurgaon,Software Developer Engineer - Backend,Full Time,"Golang,Java,Node.js,Python,Django",Anjelina Nathaniel,1-5 Years,https://www.linkedin.com/company/letsblinkit/,"Technology, Information and Internet","7,437 employees","489,176 followers"
93,Flowace,2018,Oct-50,Work From Home,QA Intern (Internship),Internship,"Automation Testing,Mobile Apps Testing,Performance Testing,SDET,Security Testing",Shatarupa Chakraborti,0,https://www.linkedin.com/company/flowace/about/,"Technology, Information and Internet",27 employees,"8,752 followers"
94,Gensol Group,2007,50 - 200,Gurgaon,UI / UX Engineer SS24,Full Time,"UX Design,Illustrator,Visual Design,InDesign,Photoshop",Pinnacle Consultz,2-5 Years,https://www.linkedin.com/company/gensol-group/about/?viewAsMember=true,Renewable Energy Semiconductor Manufacturing,220 employees,"22,752 followers"
95,JP Morgan,1900,More than 1000,Hyderabad,Java Full Stack Developer,Full Time,"C,Java,JavaScript,Angular,J2EE,React.js,Spring",Nikhlaish Bhat Hehimhis,8-12 Years,https://www.linkedin.com/company/j-p-morgan/?originalSubdomain=in,Financial Services,"75,270 employees","3,954,959 followers"
96,MyMoney,2022,0 - 10,Mumbai,Finance Manager,Full Time,"Financial Analysis,Chartered Accountant,Taxation,MIS,Loans",Avjyot Kaur Abboveja,4-7 Years,https://www.linkedin.com/company/getmymoneyapp/,Financial Services,1 employee,85 followers
97,NiYO Solutions,2015,200 - 500,Bangalore,SDE2 - Backend,Full Time,"Node.js,AWS,Algorithms,Data Structures,Golang",Rovena Dsouza,3-5 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
98,Pariksha,2015,50 - 200,Greater Noida,Inside Sales - Counsellor,Full Time,"Sales,Business Development,Direct Sales,Corporate Communication,Public Relations",Afza Afzal,2-3 Years,https://www.linkedin.com/company/pariksha.co/about/,E-Learning Providers,127 employees,"3,839 followers"
99,Tessell,2021,Oct-50,Bangalore,System Engineer,Full Time,"AWS,Python,C,C++,Data Structures",Pratiksha Pandey,4-8 Years,https://www.linkedin.com/company/tessell-inc/about/,Software Development,82 employees,"3,395 followers"
100,Tredence Inc,2013,500 - 1000,Bangalore,Azure Data Engineer / Azure Databricks,Full Time,"Databricks,Azure Data Factory,Python,PySpark,ETL",Talent Acquisition Team,5-9 Years,https://www.linkedin.com/company/tredence/,Business Consulting and Services,"1,949 employees","192,154 followers"
101,Ankercloud,2018,50 - 200,Bangalore,Talent Acquisition Specialist,Full Time,"IT Recruitment,Non IT Recruitment,Recruitment",Lokanath P H,1-4 Years,https://www.linkedin.com/company/ankercloud/?originalSubdomain=in,IT Services and IT Consulting,93 employees,"4,280 followers"
102,Booming Bulls Academy,2019,50 - 200,Noida,Presales Manager,Full Time,"Sales,Customer Interaction,Presales,Customer Service,Corporate Sales",Mariyam Khan,0-5 Years,https://www.linkedin.com/company/boomingbulls/about/,Education Administration Programs,75 employees,"3,489 followers"
103,Data Sutram,2018,0 - 10,Mumbai,Tech Lead,Full Time,"Java,Python,Node.js",Ankita Sharma,6-10 Years,https://www.linkedin.com/company/data-sutram/about/,Software Development,62 employees,"23,466 followers"
104,GoKiwi,2023,Oct-50,Bangalore,Product Manager,Full Time,Product Management,Hemlata Dobhal,2-4 Years,https://www.linkedin.com/company/gokiwinow/about/,Financial Services,41 employees,"3,070 followers"
105,Juntrax Solutions,2016,0 - 10,Bangalore,Business Development Intern (Internship),Internship,"Business Development,Corporate Sales,Direct Sales,International Sales,Sales,Telecalling",Aafrin Sultanak,0,https://www.linkedin.com/company/juntrax/about/,Software Development,13 employees,"2,955 followers"
106,Kognitos,2021,Oct-50,Bangalore,Software Engineer - Integration,Full Time,"Python,AWS,CI - CD",Priyanka Mahindrakar,3-6 Years,https://www.linkedin.com/company/kognitos/about/,Software Development,32 employees,"5,290 followers"
107,RedDoorz,2015,50 - 200,Noida,Lead Software Engineer,Full Time,"Ruby on Rails,Data Structures,Algorithms",Gopinath R,7-10 Years,https://www.linkedin.com/company/reddoorz/,Hospitality,"1,369 employees","103,266 followers"
108,The Famous,2021,0 - 10,Ahmedabad,Lead Generation Executive,Full Time,Lead Generation,Dhara Raval,2-3 Years,https://www.linkedin.com/company/the-famous1/about/,Advertising Services,5 employees,"1,628 followers"
109,Unacademy,2015,More than 1000,Gurgaon,Sales Executive,Full Time,"Sales,Telecalling,Direct Sales,Business Development,Counselling",Hiba Rahman K,1-2 Years,https://www.linkedin.com/company/unacademy/,E-Learning Providers,"7,926 employees","854,169 followers"
110,VerSe Innovation,2007,500 - 1000,Bangalore,Senior Data Analyst,Full Time,"Microsoft Excel,Power BI,SQL,Tableau",Khushboo Jain,3-7 Years,https://www.linkedin.com/company/verse-innovation/about/,Software Development,811 employees,"65,914 followers"
111,Firefly Fire Pumps,1985,50 - 200,Pune,Sr. Market Research Analyst,Full Time,"SAS,SPSS",Aishwarya Kurane,4-5 Years,https://www.linkedin.com/company/firefly-fire-pumps/,Industrial Machinery Manufacturing,46 employees,"2,978 followers"
112,Happiest Minds Technologies,2011,More than 1000,Bangalore,Architect,Full Time,Robotic Process Automation,Amrutha Allimada,9-13 Years,https://www.linkedin.com/company/happiest-minds-technologies/,Information Technology & Services,"4,579 employees","152,576 followers"
113,LTIMindtree,1996,More than 1000,Bangalore,Senior - Business Analyst - Regulatory Reporting,Full Time,"Business Analysis,BRD,OTC,FSD,Requirements Management",Bhaskar Anand,3-6 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,060 followers"
114,NiYO Solutions,2015,200 - 500,Bangalore,SDE 2,Full Time,"Node.js,AWS,MongoDB,Kafka,Redis",Vishali Vashnavi,3-5 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
115,NiYO Solutions,2015,200 - 500,Bangalore,Staff Engineer / Principal Engineer,Full Time,"Kubernetes,AWS,Python,Microservices,CI - CD",Mubashira Sultana,5-10 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
116,PhonePe,2015,More than 1000,Bangalore,Network Engineer 2,Full Time,"Firewalls,Networking,Routing,Switching,BGP,Cisco Firewalls,Juniper Firewall,Juniper Routers,Juniper Switches,OSPF",Esha Jain,3-5 Years,https://www.linkedin.com/company/phonepe-internet/,"Technology, Information and Internet","9,606 employees","739,522 followers"
117,RedDoorz,2015,50 - 200,Noida,Software Engineer,Full Time,"Ruby on Rails,Data Structures,Algorithms",Gopinath R,2-4 Years,https://www.linkedin.com/company/reddoorz/,Hospitality,"1,369 employees","103,266 followers"
118,Story Digital,2017,Oct-50,Delhi,Creative Copywriter,Full Time,"Content Marketing,Content Writing,English Content",Farzana Q,2-3 Years,-----,Not Available,Not Available,Not Available
119,The Famous,2021,0 - 10,Mumbai,Business Development Executive,Full Time,"Business Development,Lead Generation,Digital Marketing,Sales,Direct Sales",Dhara Raval,2-3 Years,https://www.linkedin.com/company/the-famous1/about/,Advertising Services,5 employees,"1,628 followers"
120,Triomics,2020,Oct-50,Bangalore,Technical Content Writer,Full Time,"Content Writing,English Content",Sakshi Purohit,1-3 Years,https://www.linkedin.com/company/triomics/about/,Software Development,63 employees,"24,011 followers"
121,Awign,2016,200 - 500,Work From Home,C# Developer,Full Time,".NET,C#",Deepa Rani,7-11 Years,https://www.linkedin.com/company/awign-enterprises/?originalSubdomain=in,"Technology, Information and Internet",926 employees,"64,013 followers"
122,Backbase,2003,More than 1000,Hyderabad,Mobile QA Engineer,Full Time,"Automation Testing,Mobile Apps Testing,SDET,Appium,Java,JavaScript",Neha Achhpeliya,3-6 Years,https://www.linkedin.com/company/backbase/about/,Financial Services,"1,723 employees","92,723 followers"
123,Codincity,2021,50 - 200,Bangalore,Java Developer,Full Time,"Java,AWS,Hibernate,MongoDB,Spring Boot",Divya Nair,6-11 Years,https://www.linkedin.com/company/codincity/about/,Information Technology & Services,73 employees,"5,431 followers"
124,Head Digital Works,2005,200 - 500,Hyderabad,Senior Accounts Executive,Full Time,"Accounting,Finance,Taxation,Financial Analysis,Financial Reporting,GST,Income Tax,Payroll Management,Tally,TDS",Shashikanth Singapuram,1-4 Years,https://www.linkedin.com/company/782686/,Internet Publishing,489 employees,"65,724 followers"
125,Magic Bus India Foundation,1999,More than 1000,Mumbai,Corporate Relation Manager,Full Time,"Corporate Communication,Public Relations,Media Relations,Public Policy",Ameesha Srivastava,5-8 Years,https://www.linkedin.com/company/magic-bus/about/,Non-profit Organizations,"1,517 employees","60,860 followers"
126,NiYO Solutions,2015,200 - 500,Bangalore,SDE 2 - Node.js Developer,Full Time,"Node.js,Golang,AWS",Prakhar Mehrotra,4-5 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
127,OvalEdge,2013,200 - 500,Hyderabad,Automation Lead,Full Time,"Automation Testing,Mobile Apps Testing,Selenium",Rachana Goud,4-6 Years,https://www.linkedin.com/company/ovaledge/about/,Software Development,246 employees,"20,583 followers"
128,QuickSell,2017,0 - 10,Work From Home,Sr. Backend Developer,Full Time,"Node.js,AWS,Express.js,JavaScript,Microservices",Khushi Dubey,2-5 Years,https://www.linkedin.com/company/quicksell/about/,Software Development,57 employees,"13,219 followers"
129,Zluri,2020,0 - 10,Bangalore,Tech Lead,Full Time,"Java,Node.js,Python,Algorithms,Data Structures",Pavithra S,6-10 Years,https://www.linkedin.com/company/zluri/about/,IT Services and IT Consulting,203 employees,"18,507 followers"
130,Zluri,2020,0 - 10,Bangalore,Tech Lead,Full Time,"Node.js,Java,Python,Golang",Rubeen S,6-10 Years,https://www.linkedin.com/company/zluri/about/,IT Services and IT Consulting,203 employees,"18,507 followers"
131,Altimetrik,2012,More than 1000,Work From Home,Data Engineer,Full Time,"ETL,Informatica,SQL,Hadoop,Data Modelling",Kusha Bedre,5-10 Years,-----,Not Available,Not Available,Not Available
132,Bajaj Finserv,2007,More than 1000,Pune,React.js Developer,Full Time,React.js,Harini M,9-11 Years,https://www.linkedin.com/company/bajaj-finserv-lending/,Financial Services,"39,229 employees","982,995 followers"
133,Crayon Data,2012,50 - 200,Chennai,Engineering Manager,Full Time,"Java,Node.js",Meenakshi Priyadharshini,10-13 Years,https://www.linkedin.com/company/crayondata/about/,IT Services and IT Consulting,227 employees,"36,298 followers"
134,HealthAsyst,1999,200 - 500,Bangalore,SQL Developer,Full Time,"T-SQL,SQL,C#",Sakshi Sahu,3-6 Years,https://www.linkedin.com/company/healthasyst,Software Development,345 employees,"25,404 followers"
135,JFrog,2008,500 - 1000,Bangalore,Developer Support Engineer,Full Time,"Java,Linux,Technical Support",Barath Pr,2-6 Years,https://www.linkedin.com/company/jfrog-ltd/about/,Software Development,"1,463 employees","46,812 followers"
136,LogiNext,2014,50 - 200,Bangalore,Senior Software Engineer,Full Time,"Java,Spring Boot,AWS,Python",Aditi Pradhan,3-5 Years,http://www.linkedin.com/company/3364095,Internet Publishing,215 employees,"35,996 followers"
137,LTIMindtree,1996,More than 1000,Bangalore,SAP MM / WM Lead,Full Time,"SAP MM,SAP WMS,Procurement,LIFO,FIFO",Bhaskar Anand,5-9 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,063 followers"
138,Nelito,1995,More than 1000,Mumbai,SDET - Mobile,Full Time,"Java,Python,Xcode,Appium,Mobile Apps Testing",Simran Manyariya,4-8 Years,https://www.linkedin.com/company/nelito-systems-ltd,IT Services and IT Consulting,"1,360 employees","17,424 followers"
139,OptIQ.AI,2021,0 - 10,Bangalore,Content Writer,Full Time,"Technical Writing,Content Writing,Digital Marketing,SEO",Swatee Paithankar,1-4 Years,https://in.linkedin.com/company/optiqai,Software Development,15 employees,"1,167 followers"
140,Uber,2009,More than 1000,"Bangalore, Hyderabad",Senior Software Engineer,Full Time,"Golang,Java",Prashant Sagar,6-10 Years,https://www.linkedin.com/company/uber-com,Software Development,"90,771 employees","2,726,200 followers"
141,Altimetrik,2012,More than 1000,Work From Home,Scala and Spark Developer,Full Time,"Spark,Scala,Snowflake,SQL",Kusha Bedre,7-12 Years,-----,Not Available,Not Available,Not Available
142,Calsoft,1998,500 - 1000,Pune,Engineering Manager,Full Time,"Architecture,Golang,Python,Data Structures,AWS",Anushka Raipuria,10-15 Years,https://www.linkedin.com/company/calsoft/,Software Development,"1,359 employees","70,660 followers"
143,Cars24,2015,More than 1000,Gurgaon,Risk Management,Full Time,"Microsoft Excel,Python,SQL",Anamika Ojha,5-9 Years,https://www.linkedin.com/company/cars24/?originalSubdomain=in,Motor Vehicle Manufacturing,"7,207 employees","287,910 followers"
144,GoKiwi,2023,Oct-50,Bangalore,Backend Developer - 1,Full Time,"Java,Spring,PostgreSQL,Kafka,Redis",Yash Singh,1-3 Years,https://www.linkedin.com/company/gokiwinow/about/,Financial Services,41 employees,"3,070 followers"
145,IndiaMART InterMESH,1999,More than 1000,"Hyderabad, Kolkata, Surat",Relationship Manager,Full Time,"Business Development,Direct Sales,Sales",Deepshikha Dubey,2-6 Years,https://www.linkedin.com/company/indiamart-intermesh-limited/,"Technology, Information and Internet","14,761 employees","218,845 followers"
146,NiYO Solutions,2015,200 - 500,Bangalore,Principal Engineer,Full Time,"REST Assured,Java,Selenium,Appium,Automation Testing",Nikita Rai,7-10 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
147,NiYO Solutions,2015,200 - 500,Bangalore,SDE - 3,Full Time,"Node.js,AWS,Golang,Redis,Kafka",Nikita Rai,8-11 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
148,Sopra Banking Software,2012,More than 1000,Noida,Director,Full Time,"Quality Assurance,Qualitative Analysis,Quality Management System,Mobile Apps Testing",Akshay Kumar S,15-20 Years,https://www.linkedin.com/company/sopra-banking-software/about/,Software Development,"4,094 employees","128,659 followers"
149,Unacademy,2015,More than 1000,Noida,Sales Manager,Full Time,"Sales,Customer Interaction,Business Development,Corporate Communication",Hiba Rahman K,5-6 Years,https://www.linkedin.com/company/unacademy/,E-Learning Providers,"7,926 employees","854,171 followers"
150,VVDN Technologies,2007,More than 1000,Chennai,Linux BSP / Android BSP,Full Time,"Embedded Systems,Kernel Development,Embedded C,I2C,Linux Device Drivers,Linux Internals,SPI,BSP",Arthi Balamurugan,4-6 Years,https://in.linkedin.com/company/vvdn-technologies,IT Services and IT Consulting,"5,524 employees","68,834 followers"
151,Aasaanjobs,2014,200 - 500,Mumbai,.NET MVC Developer,Full Time,".NET,C#,SQL Server,Spring,API Testing",Meghana Gargelwar,2-4 Years,https://www.linkedin.com/company/aasaanjobs/,Not Available,Not Available,Not Available
152,Auto Mechanics,2023,50 - 200,Kolkata,Business Development Manager,Full Time,"Business Development,Corporate Sales,Direct Sales,Sales",Pallavi Sharma,2-5 Years,https://www.linkedin.com/company/automechanics/,Vehicle Repair and Maintenance,190 employees,"5,502 followers"
153,Hevo Data,2017,200 - 500,Bangalore,Software Development Engineer 3,Full Time,"Distributed Systems,Data Structures,Algorithms",Mansi Saxena,5-10 Years,https://hevodata.com/,Not Available,Not Available,Not Available
154,Hevo Data,2017,200 - 500,Bangalore,Staff Software Engineer,Full Time,"Distributed Systems,Data Structures,Algorithms",Mansi Saxena,9-14 Years,https://hevodata.com/,Not Available,Not Available,Not Available
155,Moolya Software Testing,2010,50 - 200,Bangalore,DevOps Engineer,Full Time,"DevOps,AWS,TypeScript,Java",Nivetha Senthilkumar,3-5 Years,https://www.linkedin.com/company/moolyatesting/about/,IT Services and IT Consulting,438 employees,"32,147 followers"
156,NiYO Solutions,2015,200 - 500,Bangalore,Principal Engineer,Full Time,"Automation Testing,Selenium,Appium,Java,Quality Assurance",Vishali Vashnavi,7-10 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
157,RKS Cloud,2020,Oct-50,Navi Mumbai,Wordpress Developer,Full Time,"CSS,HTML,JavaScript",Sowjanya Meher,3-7 Years,https://www.linkedin.com/company/rks-cloud/about/,Software Development,14 employees,864 followers
158,Shaadi.com,1994,More than 1000,Mumbai,Product Manager - User Acquisition,Full Time,Product Management,Tasmia Azhar,2-7 Years,https://www.linkedin.com/company/people-interactive/notifications,"Technology, Information and Internet","1,493 employees","64,638 followers"
159,Unacademy,2015,More than 1000,Noida,Sales Executive,Full Time,"Sales,Telecalling,Direct Sales,Business Development,Counselling",Hiba Rahman K,1-2 Years,https://www.linkedin.com/company/unacademy/,E-Learning Providers,"7,926 employees","854,171 followers"
160,VerSe Innovation,2007,500 - 1000,Bangalore,Lead ML Engineer,Full Time,"Computer Vision,Machine Learning,Python,Keras,PyTorch,TensorFlow",Khushboo Jain,7-11 Years,https://www.linkedin.com/company/verse-innovation/about/,Software Development,811 employees,"65,914 followers"
161,Annalect,2010,More than 1000,Gurgaon,Frontend Developer,Full Time,"PHP,Wordpress,HTML,CSS,JavaScript",Aishwarya Raj,5-7 Years,https://www.linkedin.com/company/annalect-group/about/,Advertising Services,"1,116 employees","102,464 followers"
162,Arzooo.com,2018,500 - 1000,Bangalore,Associate Director Partnerships & Alliance,Full Time,"Partnerships,Business Development",Swapnil Nautiyal,7-12 Years,https://www.linkedin.com/company/arzooo/?originalSubdomain=in,"Technology, Information and Internet",565 employees,"27,449 followers"
163,Dish Network Technologies,2005,500 - 1000,Bangalore,Middleware Engineer,Full Time,"CI - CD,Linux,Jenkins",Gajendiran M,4-6 Years,https://www.linkedin.com/company/dish-network-technologies/about/,"Technology, Information and Media",388 employees,"16,665 followers"
164,Global Logics,2014,0 - 10,Bangalore,.NET Fullstack,Full Time,".NET,React.js",Amit Rathor,3-8 Years,https://linkedin.com/company/global-logics,IT Services and IT Consulting,41 employees,358 followers
165,KreedOn,2015,Oct-50,Bangalore,Regional Sales Manager,Full Time,Corporate Sales,Rahul Tharika,3-5 Years,http://linkedin.com/company/kreedon,Spectator Sports,17 employees,"2,619 followers"
166,Lifesight,2017,50 - 200,Bangalore,Inside Sales Manager,Full Time,"International Sales,Sales",Avisha Anand,7-10 Years,https://www.linkedin.com/company/lifesight/?originalSubdomain=in,"Technology, Information and Internet",300 employees,"23,515 followers"
167,Livekeeping,2015,50 - 200,Noida,Customer Support Executive,Full Time,"Customer Interaction,Customer Service",Ankita Agarwal,0-2 Years,https://www.linkedin.com/company/livekeeping/about/,Information Technology & Services,56 employees,"5,988 followers"
168,PubMatic,2006,500 - 1000,Pune,Senior SDET,Full Time,"API Testing,Python,Automation Testing,SDET,Performance Testing",Shraddha Jawalkar,2-7 Years,https://www.linkedin.com/company/pubmatic/about/,Internet Publishing,"1,042 employees","237,243 followers"
169,Simility,2014,50 - 200,Bangalore,Marketing Head,Full Time,"Digital Marketing,Content Marketing,Media Relations,Product Marketing,Event Management",Arpita Dey,12-15 Years,https://www.linkedin.com/company/6453646,Computer and Network Security,24 employees,"5,109 followers"
170,Triomics,2020,Oct-50,Bangalore,Lead Software Engineer,Full Time,"Java,Spring,Python,Django,Agile",Bharti Arora,4-7 Years,https://www.linkedin.com/company/triomics/about/,Software Development,63 employees,"24,012 followers"
171,Avataar,2014,200 - 500,Bangalore,Engineering Manager - Frontend,Full Time,"JavaScript,React.js,HTML,React Native,CSS",Priyanka Kumari,7-12 Years,https://www.linkedin.com/company/avataar-/about/,Software Development,248 employees,"33,651 followers"
172,Avataar,2014,200 - 500,Bangalore,Research Manager,Full Time,"Computer Vision,NLP,Image Processing,Machine Learning,Neural Networks",Priyanka Kumari,5-10 Years,https://www.linkedin.com/company/avataar-/about/,Software Development,248 employees,"33,651 followers"
173,Enhops,2015,50 - 200,Work From Home,Azure Data Engineer,Full Time,"Python,Data Warehousing,Data Modelling,Azure Data Factory,Azure Data Lake",Neelam Prakash,5-10 Years,https://www.linkedin.com/company/enhops/about/,IT Services and IT Consulting,149 employees,"2,455 followers"
174,Intuit,1983,More than 1000,Bangalore,Sr. Tax Analyst,Full Time,"Accounting,Auditing,Taxation,Chartered Accountant,Income Tax",Yuvaraj Mande,3-7 Years,https://www.linkedin.com/company/intuit/,Software Development,"15,846 employees","588,859 followers"
175,Komprise,2014,Oct-50,Bangalore,SDET,Full Time,"SDET,Python,Robot Framework,Automation Testing,Jenkins",Rutu Lakhani,2-5 Years,-----,Not Available,Not Available,Not Available
176,NiYO Solutions,2015,200 - 500,Bangalore,SDE3,Full Time,"AWS,Golang,Node.js",Ravindra Rathod,6-8 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
177,OneShield,1999,200 - 500,Bangalore,ML Engineer,Full Time,"Machine Learning,Python,Data Mining,Credit Risk Management",Ravindra Rathod,5-10 Years,https://www.linkedin.com/company/oneshield/about/,Insurance,386 employees,"12,946 followers"
178,Triomics,2020,Oct-50,Bangalore,Lead Software Engineer,Full Time,"Java,Spring,Python,Django,Data Structures",Himanshu Singh,4-7 Years,https://www.linkedin.com/company/triomics/about/,Software Development,63 employees,"24,012 followers"
